"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSMUSG00000023011",330.510276853334,-0.0675387593112829,0.262581440355977,-0.257210712302141,0.797016114920541,0.999946065340253
"ENSMUSG00000023015",3.43008894610137,1.79757819181664,1.49336748567106,1.20370786766453,0.228702510267216,NA
"ENSMUSG00000023017",30.6549376549601,0.470756087226014,0.502443518725137,0.936933346101221,0.348792845009407,0.999946065340253
"ENSMUSG00000023018",58.9057766614809,0.203478647702315,0.40417893120416,0.50343704729016,0.614657030191044,0.999946065340253
"ENSMUSG00000023019",76.7792666969986,-0.461107333109287,0.37878765723766,-1.21732407141233,0.223480939230821,0.999946065340253
"ENSMUSG00000023020",31.891335146701,-0.0936126603719938,0.480572926076589,-0.194793870591609,0.845554320935986,0.999946065340253
"ENSMUSG00000023021",20.178658978232,0.569562647101879,0.594345416217417,0.958302413984678,0.337910286910422,0.999946065340253
"ENSMUSG00000023022",5.40752113672101,0.198659066353715,1.0941598695515,0.181563107807223,0.85592560326334,0.999946065340253
"ENSMUSG00000023025",6.58865531591313,1.44813991434189,1.04184070114722,1.38998208914979,0.164534316260488,0.999946065340253
"ENSMUSG00000023026",21.4208826170327,-0.025821538587896,0.606618084497535,-0.0425663844316216,0.966047192527764,0.999946065340253
"ENSMUSG00000023027",2.47861005427537,1.11912366046778,1.72857804322776,0.647424433540789,0.517357286694238,NA
"ENSMUSG00000054619",16.1103397650659,-0.379377766247396,0.671563756829889,-0.564916975326729,0.572130236885445,0.999946065340253
"ENSMUSG00000023030",19.6525111158126,0.0150014427433269,0.620501945652783,0.0241763025054579,0.980711980465901,0.999946065340253
"ENSMUSG00000037353",25.8687487034422,0.124801582488392,0.527453920291035,0.236611346863305,0.812958316618334,0.999946065340253
"ENSMUSG00000044636",12.018545023953,0.471347157664339,0.754295067308984,0.624884316618843,0.532046986382897,0.999946065340253
"ENSMUSG00000009733",8.65815135128495,-0.154672701856662,0.871950214941986,-0.177387079223271,0.859204355665697,0.999946065340253
"ENSMUSG00000009739",60.3043983128754,0.0185548793594996,0.379360301484519,0.0489109674546608,0.960990248559581,0.999946065340253
"ENSMUSG00000116180",3.40663042840466,0.366153548976745,1.41153448687921,0.259401064855512,0.795325808191568,NA
"ENSMUSG00000000346",56.9702287700349,-0.348694367238169,0.380998639950869,-0.915211579976072,0.360080566593827,0.999946065340253
"ENSMUSG00000098112",4.26444162079612,-1.34302321799359,1.27521723651719,-1.05317210239534,0.292262121903203,0.999946065340253
"ENSMUSG00000037280",6.61443871413505,0.466396338365353,1.08684834805535,0.429127337958286,0.667830558333729,0.999946065340253
"ENSMUSG00000023032",25.3988077172155,-0.0965347995944082,0.538927065146797,-0.179124051912504,0.857840296729977,0.999946065340253
"ENSMUSG00000023033",83.9652831377421,0.114440713617628,0.329767382064819,0.347034666985753,0.728565274809583,0.999946065340253
"ENSMUSG00000000530",7.37281736876316,-0.068260092945276,0.995278044525659,-0.0685839432716596,0.94532080018162,0.999946065340253
"ENSMUSG00000000532",49.9541200933727,0.318170223677084,0.40127610231867,0.792896018074888,0.427838407485741,0.999946065340253
