"","GeneID","Length","logFC","logCPM","LR","PValue","FDR"
"ENSMUSG00000046805","ENSMUSG00000046805",4334,2.15473600227408,6.21602002428545,22.6082186690708,1.9863307969947e-06,0.00168180145668045
"ENSMUSG00000038642","ENSMUSG00000038642",1358,1.99347568753004,5.99696060397323,21.4022398385888,3.72335961652087e-06,0.00296707957205931
"ENSMUSG00000030579","ENSMUSG00000030579",667,2.97046828084831,5.38982910237962,20.9839431357755,4.63148791834405e-06,0.00339370510596028
"ENSMUSG00000097415","ENSMUSG00000097415",3189,4.05883645719651,4.78715770502574,20.9316088468284,4.75975470681666e-06,0.00339370510596028
"ENSMUSG00000040896","ENSMUSG00000040896",9587,-1.77247146080149,6.09401739933322,19.6668292616279,9.21877966561869e-06,0.00624434040650682
"ENSMUSG00000024644","ENSMUSG00000024644",4249,1.71853166230117,5.90763655001101,17.0123275444853,3.71379145971264e-05,0.0239574918593939
"ENSMUSG00000027447","ENSMUSG00000027447",1266,0.938242377148785,11.1081954350389,16.5592485055739,4.7153453816378e-05,0.0290358108568397
"ENSMUSG00000073411","ENSMUSG00000073411",2579,1.37999514462192,6.67146710654643,15.5503613039485,8.03362933489283e-05,0.0473180767825188
"ENSMUSG00000001025","ENSMUSG00000001025",1367,3.64996776479533,4.51405380960329,15.1462854505985,9.94938632365941e-05,0.0533356442227867
"ENSMUSG00000025534","ENSMUSG00000025534",4548,2.16933987411159,5.28703617601249,15.1233559908711,0.000100709582810949,0.0533356442227867
"ENSMUSG00000030844","ENSMUSG00000030844",1711,3.74222912183989,4.5733031195503,15.0925936028613,0.000102364121192327,0.0533356442227867
"ENSMUSG00000002728","ENSMUSG00000002728",3705,-2.27703793691403,5.21052501165163,14.7500353985709,0.000122745221732786,0.0589819995480514
"ENSMUSG00000027499","ENSMUSG00000027499",3721,-1.55438748360063,6.11397277908631,14.7296796243868,0.000124077619240588,0.0589819995480514
"ENSMUSG00000020101","ENSMUSG00000020101",5014,1.62057576056454,6.45342505256481,14.6954099098107,0.000126353734548925,0.0589819995480514
"ENSMUSG00000027273","ENSMUSG00000027273",6791,-0.920338193766977,9.81318228859418,14.6328704930594,0.000130616371627781,0.0589819995480514
"ENSMUSG00000024621","ENSMUSG00000024621",5774,1.29227642005027,6.98727584683333,14.4350959953826,0.000145073347734649,0.0633970529600418
"ENSMUSG00000085939","ENSMUSG00000085939",875,1.05700934470858,7.1879374968833,14.1272780226763,0.000170848213221959,0.0705638460967264
"ENSMUSG00000059498","ENSMUSG00000059498",1736,1.68821317277736,5.78732017866499,14.1158316290137,0.000171890966353582,0.0705638460967264
"ENSMUSG00000036751","ENSMUSG00000036751",708,2.05786411057597,5.38952625140741,14.0348228609125,0.000179456311074809,0.0715027837097188
"ENSMUSG00000022037","ENSMUSG00000022037",3437,0.859078588464591,9.51519588968283,13.9792157041483,0.000184842709828947,0.0715446911443641
"ENSMUSG00000024610","ENSMUSG00000024610",1679,3.55209284624369,4.45213309982862,13.8618557420562,0.00019675151940365,0.0740386898155904
"ENSMUSG00000021939","ENSMUSG00000021939",6051,0.764625629345043,9.39104243148692,13.7878500989061,0.000204655479236973,0.0749315615465748
"ENSMUSG00000081787","ENSMUSG00000081787",648,-2.07936978433869,5.28298204825397,13.6776118006441,0.000217026437171252,0.0773699248515512
"ENSMUSG00000015852","ENSMUSG00000015852",2334,1.83259753070831,5.88543755228982,13.5122586171487,0.000237010108140229,0.0823275880762997
"ENSMUSG00000053819","ENSMUSG00000053819",22493,-1.59715335357726,5.78306834278368,13.3723849874733,0.000255356421931435,0.0864828361976289
"ENSMUSG00000034709","ENSMUSG00000034709",4255,-2.06116274428558,5.44841299073511,13.1413437120999,0.000288850630631092,0.0954404754429123
"ENSMUSG00000017421","ENSMUSG00000017421",6658,-1.23277414743633,6.4793361145905,13.0498194169362,0.000303313651186814,0.0965439627000128
"ENSMUSG00000087022","ENSMUSG00000087022",5779,-3.46984570157583,4.44981910051888,13.0305928635659,0.000306443522263272,0.0965439627000128
"ENSMUSG00000028859","ENSMUSG00000028859",3609,2.89566842774404,4.62951595485592,12.8427240146806,0.000338794044732585,0.104310066454371
"ENSMUSG00000021665","ENSMUSG00000021665",1906,1.75474179765961,5.48418386560912,12.5998303784579,0.000385781763935322,0.114398930274521
"ENSMUSG00000026656","ENSMUSG00000026656",5790,3.4470937576151,4.3883161003725,12.5869411342124,0.000388451376144384,0.114398930274521
"ENSMUSG00000030287","ENSMUSG00000030287",14802,2.53343938161755,4.78691193162534,12.3666966586792,0.000437060206985264,0.125975630298497
"ENSMUSG00000034708","ENSMUSG00000034708",3474,1.35030316255133,6.60438049566012,11.7064535950727,0.000622837085488622,0.175782791606549
"ENSMUSG00000035559","ENSMUSG00000035559",1322,2.80401376315637,4.57274587505592,11.667662503916,0.000635958636488669,0.175823094867592
"ENSMUSG00000004849","ENSMUSG00000004849",2198,0.892494227121984,7.8746271478697,11.5356543984774,0.00068274040984984,0.184981686644716
"ENSMUSG00000002985","ENSMUSG00000002985",2138,0.917684375697021,11.797655543612,11.4886307857344,0.000700232026236578,0.186000848224057
"ENSMUSG00000024430","ENSMUSG00000024430",2505,-2.44533100462372,4.78376121530854,11.4076348239623,0.000731428908400877,0.186005082257771
"ENSMUSG00000015085","ENSMUSG00000015085",2128,3.33385014942179,4.32102018368025,11.3230060765706,0.000765526838132687,0.186005082257771
"ENSMUSG00000050854","ENSMUSG00000050854",2339,3.33384849059673,4.32118311088052,11.3229931860479,0.000765532152379478,0.186005082257771
"ENSMUSG00000003873","ENSMUSG00000003873",1576,1.84535346119781,5.25104353861645,11.3164344977165,0.000768240877528072,0.186005082257771
"ENSMUSG00000018774","ENSMUSG00000018774",1257,2.8020796917509,5.51703239525585,11.3089816645371,0.000771330640256083,0.186005082257771
"ENSMUSG00000021250","ENSMUSG00000021250",2352,-1.84432005745973,5.59670331492253,11.2819807904544,0.000782630079625967,0.186005082257771
"ENSMUSG00000022307","ENSMUSG00000022307",7136,-1.08507695950733,6.62458756134265,10.6900724505843,0.00107711987636761,0.251581775261241
"ENSMUSG00000023034","ENSMUSG00000023034",3509,-1.17772682656014,7.47768545987829,10.6503840058455,0.00110048054781205,0.252681525105252
"ENSMUSG00000034209","ENSMUSG00000034209",1413,1.35591680081591,6.33869869868823,10.5745210354996,0.00114656971704115,0.256479225796344
"ENSMUSG00000093674","ENSMUSG00000093674",1168,0.89131391829587,7.67965736912708,10.5611625042338,0.00115488541917598,0.256479225796344
"ENSMUSG00000021219","ENSMUSG00000021219",10023,-1.81111850542927,5.28258384278417,10.4606304225233,0.00121945654480015,0.266451255038832
"ENSMUSG00000022678","ENSMUSG00000022678",3205,1.78703951551193,5.21479192037646,10.4014025889826,0.00125919632784764,0.270767184973842
"ENSMUSG00000032064","ENSMUSG00000032064",9971,-1.73468469947185,5.65226040388572,10.3607890429739,0.00128720175290789,0.272464408541301
"ENSMUSG00000031875","ENSMUSG00000031875",2986,2.29830143769752,4.92959077201434,10.3236747709301,0.00131334529114361,0.2737213639865
"ENSMUSG00000075289","ENSMUSG00000075289",4525,2.36594039151094,4.68393150565401,10.1817331546357,0.00141838795970277,0.291134874092325
"ENSMUSG00000028572","ENSMUSG00000028572",8318,-1.67861361756593,5.35146398594499,10.1388736442006,0.00145174843813966,0.293534867036985
"ENSMUSG00000036580","ENSMUSG00000036580",7683,1.60403584795096,5.38881136750072,9.99492480413053,0.00156972238735038,0.312721017374053
"ENSMUSG00000048170","ENSMUSG00000048170",5107,-3.25103415444767,4.31811671224936,9.58787608738005,0.00195866384631338,0.382350134844937
"ENSMUSG00000001700","ENSMUSG00000001700",5679,3.21168138102759,4.25061106391588,9.5546078387636,0.00199448118295766,0.382350134844937
"ENSMUSG00000021242","ENSMUSG00000021242",5438,0.929346217330439,6.86106553474327,9.54595813936937,0.00200390193946929,0.382350134844937
"ENSMUSG00000042500","ENSMUSG00000042500",6947,-3.12891595951782,4.24807188324247,9.43235085648361,0.00213190825571733,0.38507968196773
"ENSMUSG00000032121","ENSMUSG00000032121",2619,-3.12891595951782,4.24807188324247,9.43235085648361,0.00213190825571733,0.38507968196773
"ENSMUSG00000025037","ENSMUSG00000025037",4167,-3.12891581924211,4.24840809424723,9.43234990353293,0.0021319093635181,0.38507968196773
"ENSMUSG00000082876","ENSMUSG00000082876",1079,-3.12891581924211,4.24840809424723,9.43234990353293,0.0021319093635181,0.38507968196773
"ENSMUSG00000007721","ENSMUSG00000007721",1696,1.27992715322063,6.10029300922713,9.35651406715368,0.00222194340340366,0.396061411656703
"ENSMUSG00000110275","ENSMUSG00000110275",580,0.76988499623332,7.90773233763217,9.28470404183243,0.00231075252995106,0.396177973185911
"ENSMUSG00000038970","ENSMUSG00000038970",8114,-0.864469266620677,7.2278724231875,9.22217433287171,0.00239101420655953,0.396177973185911
"ENSMUSG00000022587","ENSMUSG00000022587",3784,0.759700131883209,8.36690488772265,9.17329007065075,0.00245572699661103,0.396177973185911
"ENSMUSG00000001783","ENSMUSG00000001783",2615,0.996195294999581,6.6435741445608,9.16424761093797,0.0024678907818465,0.396177973185911
"ENSMUSG00000024854","ENSMUSG00000024854",1164,2.27428918265178,4.62930712163061,9.11782208187952,0.00253131147476057,0.396177973185911
"ENSMUSG00000042215","ENSMUSG00000042215",3059,-3.12872551077829,4.24790840722581,9.11010782582424,0.00254200887962715,0.396177973185911
"ENSMUSG00000039716","ENSMUSG00000039716",14448,-1.01410355246132,6.66555875201196,9.10331434788912,0.00255146742891346,0.396177973185911
"ENSMUSG00000028671","ENSMUSG00000028671",2370,2.06551663483627,4.78670603461275,9.07869414505314,0.0025860464518326,0.396177973185911
"ENSMUSG00000034485","ENSMUSG00000034485",5807,-2.27800509526174,4.68052521520502,9.07426507377572,0.00259231737708187,0.396177973185911
"ENSMUSG00000027210","ENSMUSG00000027210",12043,-1.55763369048348,5.85456948847216,9.04719551379156,0.00263098088404855,0.396177973185911
"ENSMUSG00000021303","ENSMUSG00000021303",3340,-1.19620673185451,6.22797089678953,8.98167244063167,0.00272700936846753,0.396177973185911
"ENSMUSG00000040855","ENSMUSG00000040855",8296,-0.91125276604638,6.83156420706167,8.98095161578176,0.00272808534500056,0.396177973185911
"ENSMUSG00000021929","ENSMUSG00000021929",4298,-1.62472767121798,5.31844333568976,8.97727404098134,0.00273358158092605,0.396177973185911
"ENSMUSG00000042682","ENSMUSG00000042682",1891,1.42394358645059,5.51447146904019,8.9757192867519,0.00273590858372484,0.396177973185911
"ENSMUSG00000022419","ENSMUSG00000022419",8874,-3.12960408218707,4.24839888000139,8.96331707442916,0.00275454315571314,0.396177973185911
"ENSMUSG00000097504","ENSMUSG00000097504",1195,-3.12922408696017,4.24857161594154,8.95722578014355,0.00276374258865115,0.396177973185911
"ENSMUSG00000090137","ENSMUSG00000090137",1498,2.27446171534824,4.62931635648765,8.94796966507416,0.00277778148183086,0.396177973185911
"ENSMUSG00000051615","ENSMUSG00000051615",4191,-0.94852406966486,6.7064524435252,8.93856256004769,0.00279212358773957,0.396177973185911
"ENSMUSG00000021395","ENSMUSG00000021395",4498,-0.973862160924592,7.42239701220278,8.93185008574402,0.00280240340196208,0.396177973185911
"ENSMUSG00000032336","ENSMUSG00000032336",6168,-0.723156687337722,8.03264199278602,8.91935998137909,0.00282163377390474,0.396177973185911
"ENSMUSG00000024962","ENSMUSG00000024962",1605,1.21422092719469,6.05935145047784,8.89465963995992,0.00286005913305957,0.396177973185911
"ENSMUSG00000052336","ENSMUSG00000052336",4505,1.12329012413819,6.35667858465158,8.84206758590143,0.00294365476300956,0.396177973185911
"ENSMUSG00000005069","ENSMUSG00000005069",3943,1.13197402481832,6.19586403227823,8.84144969783734,0.002944651514863,0.396177973185911
"ENSMUSG00000042228","ENSMUSG00000042228",4073,3.07659873052099,4.17658125335103,8.83586391202919,0.00295367784987228,0.396177973185911
"ENSMUSG00000040747","ENSMUSG00000040747",1742,3.07659513551728,4.17623380143107,8.83584104088294,0.00295371486615317,0.396177973185911
"ENSMUSG00000038020","ENSMUSG00000038020",5677,0.726522006672544,8.01341323496497,8.78821180914275,0.00303183293701093,0.402669027428305
"ENSMUSG00000019467","ENSMUSG00000019467",3994,0.740107600747734,7.96475612808664,8.67516563545073,0.00322575535757146,0.416275950899138
"ENSMUSG00000110569","ENSMUSG00000110569",764,-2.51485421883098,4.44953803019034,8.6633757928115,0.00324669259482319,0.416275950899138
"ENSMUSG00000028894","ENSMUSG00000028894",4657,1.45600228695396,5.42106489245858,8.65751158901588,0.00325715804210133,0.416275950899138
"ENSMUSG00000114321","ENSMUSG00000114321",349,1.45600049094171,5.42090983381617,8.657489669775,0.00325719722413144,0.416275950899138
"ENSMUSG00000025232","ENSMUSG00000025232",1996,1.15047410641129,5.95142287306559,8.57395698005097,0.00341005244607603,0.431738135392449
"ENSMUSG00000034789","ENSMUSG00000034789",2015,1.17267397642561,6.09966715907346,8.52141458650074,0.00350991557840805,0.44026691056198
"ENSMUSG00000020792","ENSMUSG00000020792",4367,1.42416764821955,5.51374231614701,8.46181082191857,0.0036268059994482,0.45039487430602
"ENSMUSG00000028927","ENSMUSG00000028927",5013,1.34961347217285,5.5726155440342,8.4466564265319,0.00365715185455541,0.45039487430602
"ENSMUSG00000032060","ENSMUSG00000032060",1479,0.976513591295286,6.67199874286749,8.42101443802885,0.00370908790456152,0.452675800388242
"ENSMUSG00000028795","ENSMUSG00000028795",2026,1.74092987915674,5.01666160151343,8.40239423728879,0.00374727143179155,0.453252554343573
"ENSMUSG00000001985","ENSMUSG00000001985",8973,-0.969554963003908,6.83083718464312,8.35277661850363,0.00385098396976545,0.461436779017778
"ENSMUSG00000066392","ENSMUSG00000066392",12680,-1.18776353966075,6.28199926252654,8.31958912842354,0.00392197903129631,0.461436779017778
"ENSMUSG00000049630","ENSMUSG00000049630",2535,-2.99466734186034,4.17441921990451,8.26031677629988,0.00405210566798532,0.461436779017778
"ENSMUSG00000036641","ENSMUSG00000036641",9929,-2.99466568376274,4.17425490972615,8.26030654768584,0.00405212849897586,0.461436779017778
"ENSMUSG00000063568","ENSMUSG00000063568",2536,-1.97661159737954,4.78380100488561,8.24752214432094,0.00408076676872947,0.461436779017778
"ENSMUSG00000052914","ENSMUSG00000052914",3605,2.48789448869366,4.38809403224473,8.2457213713963,0.00408481718666328,0.461436779017778
"ENSMUSG00000039096","ENSMUSG00000039096",4391,2.48789448869366,4.38809403224473,8.2457213713963,0.00408481718666328,0.461436779017778
"ENSMUSG00000007656","ENSMUSG00000007656",4957,-1.15042326518769,7.15050591022367,8.24456073000378,0.00408742994627101,0.461436779017778
"ENSMUSG00000051518","ENSMUSG00000051518",1083,1.8422353578898,4.88306524691773,8.21710472572817,0.00414973557517297,0.464020272168993
"ENSMUSG00000047485","ENSMUSG00000047485",1935,-2.18646470319319,4.62673835594829,8.20443154736912,0.00417881990142594,0.464020272168993
"ENSMUSG00000023068","ENSMUSG00000023068",4867,-1.18957251362239,5.87981227732724,8.14835225719117,0.00431003056353975,0.472379985023704
"ENSMUSG00000016554","ENSMUSG00000016554",4968,1.97934029837199,4.73606108666668,8.09503877646091,0.00443865888071076,0.472379985023704
"ENSMUSG00000021876","ENSMUSG00000021876",1637,1.22205783204404,5.9964161876655,8.0817019759374,0.00447144310679073,0.472379985023704
"ENSMUSG00000062458","ENSMUSG00000062458",436,1.45649149950629,5.42092818053112,8.07629191201242,0.00448481220199055,0.472379985023704
"ENSMUSG00000003812","ENSMUSG00000003812",5389,2.17641440242511,4.57253607040962,8.07609367671487,0.00448530284400124,0.472379985023704
"ENSMUSG00000115632","ENSMUSG00000115632",802,2.17641426393822,4.57220726055027,8.07609270195996,0.00448530525670211,0.472379985023704
"ENSMUSG00000032872","ENSMUSG00000032872",6736,-3.25431286782743,4.31910214288148,8.07089360483416,0.00449819281524011,0.472379985023704
"ENSMUSG00000066362","ENSMUSG00000066362",538,-2.51497043641825,4.45020101920112,8.04415094141549,0.00456508100218678,0.475716556435572
"ENSMUSG00000040543","ENSMUSG00000040543",9815,-0.913311209259864,6.86707066908237,8.02061319819144,0.00462479090300689,0.478259865366674
"ENSMUSG00000042632","ENSMUSG00000042632",5434,1.84220472844787,4.88338522438517,7.99593911114744,0.00468823776350129,0.478934324404946
"ENSMUSG00000025220","ENSMUSG00000025220",8592,-1.01110238676052,6.78186698565851,7.99062425434735,0.00470202001519582,0.478934324404946
"ENSMUSG00000027799","ENSMUSG00000027799",31361,-0.973246066267571,6.5100788455809,7.89837123029178,0.00494793314175331,0.500221270681583
"ENSMUSG00000000384","ENSMUSG00000000384",3696,1.40205091422682,5.38816099317945,7.88016347099458,0.00499799621962018,0.501118054917777
"ENSMUSG00000015950","ENSMUSG00000015950",3663,3.07554108926505,4.17589563862672,7.85509216588222,0.00506777688962394,0.501118054917777
"ENSMUSG00000000290","ENSMUSG00000000290",3052,3.07554108926505,4.17589563862672,7.85509216588222,0.00506777688962394,0.501118054917777
"ENSMUSG00000029878","ENSMUSG00000029878",5341,-1.21585886400551,6.30076273778669,7.82339916969526,0.00515741064328813,0.5037432519833
"ENSMUSG00000020089","ENSMUSG00000020089",2902,1.22390048983927,5.6840821410158,7.81419623743712,0.00518373976994878,0.5037432519833
"ENSMUSG00000020732","ENSMUSG00000020732",5330,-3.1272767164647,4.24774494611505,7.79612632622562,0.00523583618447602,0.5037432519833
"ENSMUSG00000032244","ENSMUSG00000032244",6785,-0.759383094103554,7.35944247248634,7.79363354015992,0.00524306477667714,0.5037432519833
"ENSMUSG00000020476","ENSMUSG00000020476",2346,0.963878313752573,6.4533796649046,7.77924171249944,0.00528499762736845,0.50419621730958
"ENSMUSG00000034135","ENSMUSG00000034135",9318,0.893044462132505,7.14015773764257,7.74999281277558,0.00537127549776437,0.50434841724651
"ENSMUSG00000002489","ENSMUSG00000002489",10048,-1.05893130498054,6.36798094152108,7.74613997154731,0.00538274708097558,0.50434841724651
"ENSMUSG00000040997","ENSMUSG00000040997",3279,0.894482979619507,6.69807147312859,7.74093588505154,0.00539828157531143,0.50434841724651
"ENSMUSG00000022557","ENSMUSG00000022557",2957,1.30120517490423,5.54361400744704,7.69255232691003,0.0055449156815809,0.504496671217979
"ENSMUSG00000000266","ENSMUSG00000000266",8114,-3.13241530455364,4.24856240074763,7.67214400307874,0.00560797832515871,0.504496671217979
"ENSMUSG00000052301","ENSMUSG00000052301",2803,-3.13241530455364,4.24856240074763,7.67214400307874,0.00560797832515871,0.504496671217979
"ENSMUSG00000062382","ENSMUSG00000062382",1223,1.18790109545183,5.97431959307697,7.63710585314768,0.00571795887345032,0.504496671217979
"ENSMUSG00000117327","ENSMUSG00000117327",609,1.15611691523845,5.88393799122427,7.62641509254486,0.00575195201115614,0.504496671217979
"ENSMUSG00000030493","ENSMUSG00000030493",1966,2.92843832687407,4.09838398050471,7.61808849223293,0.00577857063531691,0.504496671217979
"ENSMUSG00000039954","ENSMUSG00000039954",8271,2.92843832687407,4.09838398050471,7.61808849223293,0.00577857063531691,0.504496671217979
"ENSMUSG00000027947","ENSMUSG00000027947",8642,2.92843818810957,4.09804416533038,7.61808770667395,0.00577857315252463,0.504496671217979
"ENSMUSG00000082329","ENSMUSG00000082329",117,-2.40167649291667,4.38559710212014,7.60626151061081,0.00581659549659918,0.504496671217979
"ENSMUSG00000091845","ENSMUSG00000091845",390,1.97982739367664,4.73638543737716,7.59580932035486,0.0058504127066646,0.504496671217979
"ENSMUSG00000038530","ENSMUSG00000038530",3098,-0.869140284052745,7.84076903717676,7.59303213466838,0.00585943174422888,0.504496671217979
"ENSMUSG00000060802","ENSMUSG00000060802",860,0.947108962471671,6.87157796664635,7.5762851037146,0.00591411997158446,0.504496671217979
"ENSMUSG00000026749","ENSMUSG00000026749",10714,1.07351523978119,5.97397423564776,7.57140325743522,0.00593015969066126,0.504496671217979
"ENSMUSG00000049764","ENSMUSG00000049764",5224,-2.40161321520512,4.38576823139178,7.56318226935813,0.00595727081155185,0.504496671217979
"ENSMUSG00000025510","ENSMUSG00000025510",2741,1.43574222000545,5.28612663209585,7.55716615698395,0.00597719081219471,0.504496671217979
"ENSMUSG00000040037","ENSMUSG00000040037",10506,-1.03762689802339,6.24670395631913,7.51912335455416,0.0061047382167115,0.504496671217979
"ENSMUSG00000025246","ENSMUSG00000025246",7052,-1.15108719660653,5.85582296392498,7.50872294060483,0.00614008910099425,0.504496671217979
"ENSMUSG00000005804","ENSMUSG00000005804",3899,-1.65106037361272,5.01361940445937,7.50742569016631,0.00614451306921183,0.504496671217979
"ENSMUSG00000034518","ENSMUSG00000034518",5227,-1.65105885688821,5.0131511746911,7.50741126906668,0.00614456226726537,0.504496671217979
"ENSMUSG00000022376","ENSMUSG00000022376",8152,-1.65105526118279,5.01347559179754,7.50737739132424,0.0061446778438744,0.504496671217979
"ENSMUSG00000020964","ENSMUSG00000020964",8555,-0.840709299047089,6.89019237215701,7.48197282142903,0.00623197525017317,0.508581739241542
"ENSMUSG00000017713","ENSMUSG00000017713",2910,-2.40188996182789,4.38574979640988,7.47069659021883,0.00627112824402445,0.508712421088618
"ENSMUSG00000039428","ENSMUSG00000039428",7572,-1.13154398326847,5.99131053844979,7.43487130055625,0.00639719387953162,0.515849913607231
"ENSMUSG00000063268","ENSMUSG00000063268",4275,2.92817334600792,4.09786967409458,7.35997298885943,0.00666917935584333,0.529591710172998
"ENSMUSG00000035413","ENSMUSG00000035413",1633,2.92789638561168,4.09803494739527,7.35574287189947,0.00668488834720474,0.529591710172998
"ENSMUSG00000022899","ENSMUSG00000022899",7361,2.92789638561168,4.09803494739527,7.35574287189947,0.00668488834720474,0.529591710172998
"ENSMUSG00000039191","ENSMUSG00000039191",12750,-1.89047454457477,4.73351594575891,7.32776882199942,0.00678972861409608,0.532886839595458
"ENSMUSG00000048163","ENSMUSG00000048163",4272,1.20280218863028,6.64625759024626,7.32369016260092,0.00680515414852102,0.532886839595458
"ENSMUSG00000022323","ENSMUSG00000022323",3192,1.47652276956219,5.17694489168604,7.2442369994491,0.00711289332996242,0.540624418587467
"ENSMUSG00000001103","ENSMUSG00000001103",1359,2.92929279080103,4.09839320049779,7.22996071829103,0.00716967760500735,0.540624418587467
"ENSMUSG00000025922","ENSMUSG00000025922",810,2.92929279080103,4.09839320049779,7.22996071829103,0.00716967760500735,0.540624418587467
"ENSMUSG00000020173","ENSMUSG00000020173",8142,-1.26138383968446,5.75763421319477,7.2238432638367,0.0071941515018885,0.540624418587467
"ENSMUSG00000022474","ENSMUSG00000022474",2866,0.854795472712055,7.29800839803756,7.20972171693733,0.00725097360819047,0.540624418587467
"ENSMUSG00000031007","ENSMUSG00000031007",2618,-1.07156692740011,6.20989532824752,7.20487449714624,0.00727058334563713,0.540624418587467
"ENSMUSG00000019775","ENSMUSG00000019775",8298,-1.66507920228688,5.47890470497249,7.19079339897564,0.00732785729035134,0.540624418587467
"ENSMUSG00000024082","ENSMUSG00000024082",3503,-1.57263707118137,5.13483926934609,7.18879025274481,0.0073360423364231,0.540624418587467
"ENSMUSG00000030447","ENSMUSG00000030447",11941,1.3013707212999,5.54434925124941,7.17327857505116,0.00739974168322175,0.540624418587467
"ENSMUSG00000051483","ENSMUSG00000051483",2554,0.842987372467847,6.63016495032264,7.16976636229001,0.00741424305068806,0.540624418587467
"ENSMUSG00000079020","ENSMUSG00000079020",8471,-0.876936925621518,6.54015871635817,7.1667842263397,0.00742657861487511,0.540624418587467
"ENSMUSG00000067424","ENSMUSG00000067424",6700,2.3649984230577,4.32079710920254,7.1485449856536,0.00750248285567094,0.540624418587467
"ENSMUSG00000020150","ENSMUSG00000020150",1444,2.36499662564354,4.32062498964336,7.1485335102173,0.00750253086051301,0.540624418587467
"ENSMUSG00000017561","ENSMUSG00000017561",4261,2.36499662564354,4.32062498964336,7.1485335102173,0.00750253086051301,0.540624418587467
"ENSMUSG00000022787","ENSMUSG00000022787",1523,2.3649949668985,4.32078788111113,7.14852283234129,0.00750257552922741,0.540624418587467
"ENSMUSG00000062753","ENSMUSG00000062753",1912,1.34600920112015,5.35528017631415,7.12420904275395,0.00760499571791706,0.542172083215334
"ENSMUSG00000026479","ENSMUSG00000026479",8039,-2.84662701039649,4.09627268447039,7.10647011956759,0.00768062065957594,0.542172083215334
"ENSMUSG00000020788","ENSMUSG00000020788",5281,-2.84662687028257,4.0966121545507,7.10646935882683,0.00768062391921489,0.542172083215334
"ENSMUSG00000071533","ENSMUSG00000071533",3115,-1.13962002723203,5.92525319780948,7.09921426753245,0.00771177511288948,0.542172083215334
"ENSMUSG00000086370","ENSMUSG00000086370",10205,-1.44956833975372,5.21096470098659,7.09474719344269,0.00773101961788909,0.542172083215334
"ENSMUSG00000029775","ENSMUSG00000029775",8443,-0.947236452562181,6.66573519456162,7.08360740352459,0.00777922489788582,0.542172083215334
"ENSMUSG00000035227","ENSMUSG00000035227",4221,-0.978345543450002,6.15401101721657,7.06932768446141,0.00784146743760654,0.542172083215334
"ENSMUSG00000039887","ENSMUSG00000039887",2502,2.07141503689588,4.51329260178651,7.05959191001646,0.00788419555053455,0.542172083215334
"ENSMUSG00000022146","ENSMUSG00000022146",12113,2.07141337823275,4.51345314866708,7.05958011419094,0.0078842474638976,0.542172083215334
"ENSMUSG00000020262","ENSMUSG00000020262",11272,-0.691557407124845,7.89515673063404,7.0386472346783,0.0079769259351333,0.545774826481065
"ENSMUSG00000033460","ENSMUSG00000033460",3227,-1.12170099734698,5.75867384948773,6.96083341986872,0.00833132160300269,0.567157858069736
